  -21.07701781 -105.97015746  -32.05463126 -103.18146910  -18.66194286 -105.84339890  -29.63955630 -103.30822767  -10.97761469    2.78868820  -10.97761469    2.53517110    0.00000000    0.00000000
  -24.80940639 -104.06877903  -35.56746756 -100.89981500  -22.39433143 -103.94202047  -33.15239260 -101.02657356  -10.75806239    3.16896387  -10.75806239    2.91544676    0.00000000    0.00000000
  -28.54179496 -102.16740061  -39.08030386  -98.61816089  -26.12672000 -102.04064205  -36.66522891  -98.74491945  -10.53851010    3.54923953  -10.53851010    3.29572242    0.00000000    0.00000000
  -32.27418353 -100.26602219  -42.59314017  -96.33650678  -29.85910857 -100.13926363  -40.17806521  -96.46326534  -10.31895781    3.92951520  -10.31895781    3.67599809    0.00000000    0.00000000
  -36.00657210  -98.36464377  -46.10597647  -94.05485267  -33.59149714  -98.23788520  -43.69090151  -94.18161123  -10.09940551    4.30979086  -10.09940551    4.05627375    0.00000000    0.00000000
  -39.73896067  -96.46326534  -49.61881277  -91.77319856  -37.32388571  -96.33650678  -47.20373781  -91.89995713   -9.87985322    4.69006653   -9.87985322    4.43654942    0.00000000    0.00000000
  -43.47134924  -94.56188692  -53.13164907  -89.49154446  -41.05627429  -94.43512836  -50.71657412  -89.61830302   -9.66030092    5.07034219   -9.66030092    4.81682508    0.00000000    0.00000000
  -47.20373781  -92.66050850  -56.64448538  -87.20989035  -44.78866286  -92.53374993  -54.22941042  -87.33664891   -9.44074863    5.45061785   -9.44074863    5.19710074    0.00000000    0.00000000
  -50.93612639  -90.75913007  -60.15732168  -84.92823624  -48.52105143  -90.63237151  -57.74224672  -85.05499480   -9.22119634    5.83089352   -9.22119634    5.57737641    0.00000000    0.00000000
  -54.66851496  -88.85775165  -63.67015798  -82.64658213  -52.25344000  -88.73099309  -61.25508302  -82.77334069   -9.00164404    6.21116918   -9.00164404    5.95765207    0.00000000    0.00000000
  -58.40090353  -86.95637323  -67.18299428  -80.36492802  -55.98582857  -86.82961466  -64.76791933  -80.49168659   -8.78209175    6.59144485   -8.78209175    6.33792774    0.00000000    0.00000000
  -62.13329210  -85.05499480  -70.69583059  -78.08327392  -59.71821714  -84.92823624  -68.28075563  -78.21003248   -8.56253946    6.97172051   -8.56253946    6.71820340    0.00000000    0.00000000
  -65.86568067  -83.15361638  -74.20866689  -75.80161981  -63.45060571  -83.02685782  -71.79359193  -75.92837837   -8.34298716    7.35199618   -8.34298716    7.09847907    0.00000000    0.00000000
  -69.59806924  -81.25223796  -77.72150319  -73.51996570  -67.18299428  -81.12547939  -75.30642823  -73.64672426   -8.12343487    7.73227184   -8.12343487    7.47875473    0.00000000    0.00000000
  -73.33045781  -79.35085953  -81.23433949  -71.23831159  -70.91538286  -79.22410097  -78.81926454  -71.36507015   -7.90388257    8.11254750   -7.90388257    7.85903039    0.00000000    0.00000000
  -77.06284639  -77.44948111  -84.74717580  -68.95665748  -74.64777143  -77.32272255  -82.33210084  -69.08341605   -7.68433028    8.49282317   -7.68433028    8.23930606    0.00000000    0.00000000
  -80.79523496  -75.54810269  -88.26001210  -66.67500338  -78.38016000  -75.42134412  -85.84493714  -66.80176194   -7.46477799    8.87309883   -7.46477799    8.61958172    0.00000000    0.00000000
  -84.52762353  -73.64672426  -91.77284840  -64.39334927  -82.11254857  -73.51996570  -89.35777344  -64.52010783   -7.24522569    9.25337450   -7.24522569    8.99985739    0.00000000    0.00000000
  -88.26001210  -71.74534584  -95.28568470  -62.11169516  -85.84493714  -71.61858728  -92.87060975  -62.23845372   -7.02567340    9.63365016   -7.02567340    9.38013305    0.00000000    0.00000000
  -91.99240067  -69.84396742  -98.79852101  -59.83004105  -89.57732571  -69.71720885  -96.38344605  -59.95679961   -6.80612111   10.01392583   -6.80612111    9.76040872    0.00000000    0.00000000
  -95.72478924  -67.94258899 -102.31135731  -57.54838695  -93.30971428  -67.81583043  -99.89628235  -57.67514551   -6.58656881   10.39420149   -6.58656881   10.14068438    0.00000000    0.00000000
  -99.45717781  -66.04121057 -105.82419361  -55.26673284  -97.04210286  -65.91445201 -103.40911865  -55.39349140   -6.36701652   10.77447715   -6.36701652   10.52096004    0.00000000    0.00000000
 -103.18956638  -64.13983215 -109.33702991  -52.98507873 -100.77449143  -64.01307358 -106.92195496  -53.11183729   -6.14746422   11.15475282   -6.14746422   10.90123571    0.00000000    0.00000000
 -106.92195496  -62.23845372 -112.84986622  -50.70342462 -104.50688000  -62.11169516 -110.43479126  -50.83018318   -5.92791193   11.53502848   -5.92791193   11.28151137    0.00000000    0.00000000
 -110.65434353  -60.33707530 -116.36270252  -48.42177051 -108.23926857  -60.21031674 -113.94762756  -48.54852907   -5.70835964   11.91530415   -5.70835964   11.66178704    0.00000000    0.00000000
